USERID,Timestamp,Age,Industry,Job title,Salary,Compensation,Currency,Country,State,City,Overall years of experience,Years of experience in current job,Education level,Gender
3588,4/27/2021 19:53:08,45-54,Family Office,Office Manager and Executive Assistant,125000,2000,USD,USA,New York,New York,21 - 30 years,21 - 30 years,College degree,Woman
1504,4/27/2021 19:53:33,55-64,Media & Digital,Digital content producer,54000,0,USD,United States,Connecticut,Hartford,31 - 40 years,31 - 40 years,Master's degree,Man
11790,4/27/2021 19:53:45,25-34,Education (Higher Education),Adjunct Instructor,50000,0,USD,United States,California,Los Angeles,11 - 20 years,5-7 years,Master's degree,Woman
6422,4/27/2021 19:53:53,55-64,Media & Digital,Staff Writer,60000,0,USD,United States,Michigan,Ann Arbor,11 - 20 years,11 - 20 years,College degree,Woman
7605,4/27/2021 19:53:59,25-34,Government and Public Administration,Assistant Planner,56000,0,USD,United States,North Dakota,Fargo,8 - 10 years,2 - 4 years,Master's degree,Woman
10964,4/27/2021 19:54:40,35-44,Media & Digital,Copyeditor,41000,0,USD,U.S.,Connecticut,New London,11 - 20 years,11 - 20 years,Master's degree,Woman
9827,4/27/2021 19:55:03,25-34,Law,Legal Assistant,43680,100,USD,United States,Oregon,Medford,8 - 10 years,5-7 years,Some college,Woman
10654,4/27/2021 19:55:25,45-54,Computing or Tech,Head of strategy,145000,15000,USD,US,Florida,Tampa,21 - 30 years,21 - 30 years,College degree,Woman
3023,4/27/2021 19:55:55,25-34,Nonprofits,"Senior Coordinator, Fundraising Analytics",80000,2000,USD,United States of America,New York,New York City,8 - 10 years,5-7 years,College degree,Woman
6283,4/27/2021 19:55:56,25-34,Computing or Tech,Site Reliability Engineer ,110000,0,USD,USA,Massachusetts,Boston,2 - 4 years,1 year or less,Some college,Woman
12784,4/27/2021 19:56:18,45-54,Health care,Nurse,113235,3009,USD,Us,Minnesota,Minneapolis ,31 - 40 years,11 - 20 years,Master's degree,Woman
2303,4/27/2021 19:56:27,45-54,Nonprofits,Development/Fundraising,43000,2000,USD,United States,Texas,Tyler,21 - 30 years,21 - 30 years,Master's degree,Woman
936,4/27/2021 19:56:32,25-34,Health care,Veterinarian,90000,5000,USD,USA,Indiana,Indianapolis,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Woman
11540,4/27/2021 19:56:48,25-34,Law,Senior Business Analyst,64000,0,USD,United States,Indiana,Indianapolis,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman
11460,4/27/2021 19:56:50,25-34,Government and Public Administration,Laboratory Analyst II,65000,1900,USD,United States ,Minnesota,St Paul,8 - 10 years,8 - 10 years,College degree,Woman
4578,4/27/2021 19:57:32,35-44,Government and Public Administration,Research Scientist,141000,1600,USD,US,Virginia,Arlington,2 - 4 years,2 - 4 years,PhD,Man
3151,4/27/2021 19:59:15,25-34,"Marketing, Advertising & PR",Marketing specialist ,63661,500,USD,USA,Oregon,PORTLAND,5-7 years,2 - 4 years,College degree,Woman
11431,4/27/2021 19:59:15,35-44,"Marketing, Advertising & PR",Director of Operations,78000,5000,USD,United States,Michigan,Birmingham,11 - 20 years,5-7 years,College degree,Non-binary
5228,4/27/2021 20:00:12,35-44,Engineering or Manufacturing,Electrical Engineer,85000,0,USD,USA,Massachusetts,Hanover,11 - 20 years,8 - 10 years,College degree,Man
839,4/27/2021 20:00:21,45-54,Property or Construction,Staff Accountant,49000,2500,Other,USA,Illinois,Rockford,31 - 40 years,21 - 30 years,Some college,Woman
4309,4/27/2021 20:01:01,18-24,Nonprofits,Development Coordinator,40000,900,USD,US,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,College degree,Woman
5732,4/27/2021 20:01:11,35-44,Media & Digital,Digital media coordinator ,40000,4000,USD,Usa,California,Los Angeles,5-7 years,2 - 4 years,Some college,Non-binary
4873,4/27/2021 20:01:26,25-34,Art & Design,Graphic Designer,72000,1000,USD,United States,District of Columbia,Washington DC,5-7 years,5-7 years,College degree,Woman
4119,4/27/2021 20:01:49,25-34,Computing or Tech,Senior Consultant,105000,2000,USD,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Man
11186,4/27/2021 20:02:37,25-34,Media & Digital,senior backend engineer,135000,3000,USD,USA,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Woman
9185,4/27/2021 20:03:35,35-44,Media & Digital,Editor,46750,0,USD,USA,Tennessee,Crossville,21 - 30 years,21 - 30 years,College degree,Woman
10596,4/27/2021 20:03:45,55-64,Health care,Director psychometrics,142000,7000,USD,Usa,Illinois,Chicago,21 - 30 years,11 - 20 years,PhD,Woman
3902,4/27/2021 20:03:56,35-44,Environmental Sciences,Botanist,68000,0,USD,USA,California,Sacramento,8 - 10 years,8 - 10 years,College degree,Woman
7086,4/27/2021 20:03:59,25-34,Government and Public Administration,Supervisor,102000,0,USD,United States,Oregon,Portland,5-7 years,5-7 years,Master's degree,Woman
2552,4/27/2021 20:04:16,25-34,Health care,Director,140000,0,USD,USA,New York,NYC,5-7 years,5-7 years,Master's degree,Woman
7318,4/27/2021 20:04:22,35-44,Nonprofits,Associate Director ,76000,0,USD,USA,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman
10795,4/27/2021 20:04:40,35-44,Nonprofits,Marketing Director,91000,0,USD,US,New York,New York City,11 - 20 years,8 - 10 years,College degree,Woman
11169,4/27/2021 20:05:22,35-44,Transport or Logistics,HRIS Analyst,80000,2000,USD,United States,Oregon,Portland,8 - 10 years,8 - 10 years,Master's degree,Woman
2164,4/27/2021 20:05:49,25-34,Education (Higher Education),Visiting Instructor,59900,0,USD,USA,Indiana,Greencastle,5-7 years,5-7 years,Master's degree,Woman
13274,4/27/2021 20:05:55,25-34,Education (Higher Education),Project Manager/Analyst,69422,0,USD,Us,Oregon,Portland,11 - 20 years,8 - 10 years,Master's degree,Woman
10012,4/27/2021 20:05:59,25-34,Art & Design,Senior Production Designer,60000,0,USD,United States,Oregon,Portland,5-7 years,5-7 years,College degree,Man
2376,4/27/2021 20:06:39,35-44,Nonprofits,Sr. Grants Manager,116000,0,USD,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Man
1715,4/27/2021 20:06:51,25-34,Nonprofits,Business Development Director,75000,5000,USD,USA,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Woman
5452,4/27/2021 20:07:07,35-44,Health care,Finance and Sponsored Projects Officer,78000,0,USD,United States,Ohio,Columbus,11 - 20 years,8 - 10 years,Master's degree,Woman
3888,4/27/2021 20:07:28,45-54,Computing or Tech,CE Expert,40000,0,USD,United States,Texas,Austin,21 - 30 years,21 - 30 years,College degree,Woman
6068,4/27/2021 20:07:34,25-34,Computing or Tech,Application Developer,65000,9750,USD,USA,New Hampshire,Portsmouth,5-7 years,2 - 4 years,College degree,Woman
7588,4/27/2021 20:08:27,35-44,Nonprofits,National Manager Learning Systems ,62000,6000,USD,USA,Pennsylvania,Easton,11 - 20 years,11 - 20 years,Master's degree,Woman
3944,4/27/2021 20:08:33,45-54,Publishing,Freelance Editor,104000,0,USD,USA,New Jersey,Mahwah,21 - 30 years,21 - 30 years,College degree,Woman
10962,4/27/2021 20:09:00,25-34,Engineering or Manufacturing,Sr process engineer,80160,6000,USD,USA,Kentucky,Lexington,5-7 years,5-7 years,College degree,Woman
13016,4/27/2021 20:09:03,25-34,Education (Higher Education),LecturerF,68000,0,USD,USA,New Hampshire,Manchester,8 - 10 years,8 - 10 years,PhD,Woman
1142,4/27/2021 20:09:15,18-24,Human Capital Management,Sales Operations Manager,108000,10000,USD,United States,Georgia,Atlanta,2 - 4 years,2 - 4 years,College degree,Woman
9937,4/27/2021 20:09:16,35-44,Nonprofits,Program Manager,44000,0,USD,USA,North Carolina,Greensboro ,11 - 20 years,11 - 20 years,Some college,Woman
5537,4/27/2021 20:09:44,25-34,Computing or Tech,Instructional Designer,103500,11500,USD,United States,Massachusetts,Boston,8 - 10 years,5-7 years,College degree,Woman
13000,4/27/2021 20:09:54,45-54,Engineering or Manufacturing,Executive Assistant & Employee Engagement Specialist,58000,3500,USD,USA,Ohio,Cincinnati,21 - 30 years,5-7 years,College degree,Woman
8782,4/27/2021 20:10:00,35-44,Educational publishing / ed tech,Instructional Design Director,124000,12400,USD,USA,Connecticut,Hartford,11 - 20 years,8 - 10 years,PhD,Man
7963,4/27/2021 20:10:32,25-34,Business or Consulting,Associate Consultant,57000,0,USD,USA,Minnesota,St. Paul,2 - 4 years,2 - 4 years,College degree,Non-binary
6716,4/27/2021 20:10:43,25-34,Nonprofits,Policy Analyst,75000,600,USD,U.S.,District of Columbia,District of Columbia,2 - 4 years,2 - 4 years,Master's degree,Woman
8610,4/27/2021 20:11:23,25-34,Health care,Clinical Trial Manager ,115000,20000,USD,United States,Massachusetts,Cambridge ,8 - 10 years,8 - 10 years,Master's degree,Woman
4751,4/27/2021 20:11:42,35-44,Law,Paralegal ,80000,500,USD,US,North Carolina,Charlotte,11 - 20 years,11 - 20 years,College degree,Woman
4612,4/27/2021 20:12:39,35-44,Computing or Tech,Product Manager,86000,5000,USD, US,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman
1574,4/27/2021 20:13:59,25-34,Computing or Tech,Product Consultant,100000,5000,USD,United States,Illinois,Chicago,5-7 years,2 - 4 years,College degree,Woman
8493,4/27/2021 20:14:03,45-54,Education (Higher Education),Department Chair,120000,0,USD,US,Georgia,Augusta,31 - 40 years,31 - 40 years,PhD,Woman
8473,4/27/2021 20:14:17,25-34,Beverage,Associate Production Planning Manager,67000,3500,USD,United States,New York,Queens,5-7 years,5-7 years,Master's degree,Woman
12331,4/27/2021 20:14:39,35-44,Education (Higher Education),Assistant professor,122500,0,USD,US,Maryland,Baltimore,11 - 20 years,8 - 10 years,PhD,Woman
9422,4/27/2021 20:15:28,25-34,Engineering or Manufacturing,Analytical Biologist,92000,10000,USD,United States,Indiana,Indianapolis ,8 - 10 years,8 - 10 years,Master's degree,Man
1741,4/27/2021 20:16:06,25-34,Government and Public Administration,Laboratory Analyst II,67000,5000,USD,USA,Minnesota,Saint Paul,8 - 10 years,8 - 10 years,College degree,Woman
9903,4/27/2021 20:16:56,45-54,Entertainment,Executive Assistant,67000,0,USD,USA,California,San Francisco,21 - 30 years,5-7 years,College degree,Woman
10432,4/27/2021 20:17:05,45-54,"Accounting, Banking & Finance",Bookkeeper and office Assistant,47200,3500,USD,US,Texas,Midland,31 - 40 years,5-7 years,Some college,Woman
4582,4/27/2021 20:18:19,35-44,Computing or Tech,Web Developer,80000,1200,USD,USA,Rhode Island,Providence,11 - 20 years,5-7 years,Master's degree,Woman
1159,4/27/2021 20:18:36,45-54,Government and Public Administration,Senior Manager,100300,0,USD,USA,California,Los Angeles,31 - 40 years,11 - 20 years,Master's degree,Woman
6554,4/27/2021 20:18:57,25-34,Education (Primary/Secondary),Learning Specialist ,46813,0,USD,USA,Georgia,Atlanta ,5-7 years,5-7 years,Master's degree,Woman
1518,4/27/2021 20:19:13,25-34,Education (Higher Education),Assistant Director,66500,8000,USD,United States,District of Columbia,Washington,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman
1301,4/27/2021 20:19:31,25-34,Law,Associate attorney,70000,0,USD,US,Massachusetts,Boston,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
1296,4/27/2021 20:19:40,25-34,"Accounting, Banking & Finance",Supervisor IT Financials and Contract Management,85000,0,USD,US,New York,Rochester,8 - 10 years,8 - 10 years,Master's degree,Woman
4930,4/27/2021 20:19:53,35-44,Retail,General Manager,86000,12000,USD,US,Illinois,Bloomington,11 - 20 years,11 - 20 years,College degree,Prefer Not Answer
328,4/27/2021 20:20:19,25-34,Nonprofits,Director of Public Policy & Government Affairs,105300,500,USD,United States,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,PhD,Woman
1723,4/27/2021 20:20:38,45-54,Utilities & Telecommunications,"Manager, Accounts Payable",90000,11000,USD,United States,Iowa,Des Moines,11 - 20 years,8 - 10 years,College degree,Woman
3044,4/27/2021 20:21:02,35-44,Computing or Tech,Senior developer,110000,0,USD,Usa,Florida,Orlando,5-7 years,5-7 years,Master's degree,Man
13254,4/27/2021 20:22:05,35-44,Property or Construction,Sr. Project Administrator,64500,0,USD,United States,Pennsylvania,Media ,21 - 30 years,11 - 20 years,College degree,Woman
7089,4/27/2021 20:22:12,45-54,"Accounting, Banking & Finance",Tax preparer,47840,300,USD,Usa,Colorado,Loveland,21 - 30 years,5-7 years,College degree,Woman
7653,4/27/2021 20:22:15,35-44,Engineering or Manufacturing, Controller ,102000,10000,USD,USA ,Pennsylvania,Philadelphia ,8 - 10 years,2 - 4 years,Master's degree,Woman
2264,4/27/2021 20:23:47,35-44,Education (Higher Education),"Director, Community Engagement ",74600,0,USD,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,PhD,Woman
8265,4/27/2021 20:24:10,35-44,Insurance,Senior Business Analyst,72500,2500,USD,USA,Wisconsin,Milwaukee,21 - 30 years,8 - 10 years,Master's degree,Woman
3284,4/27/2021 20:25:11,35-44,Hospitality & Events,Event Director,65000,20000,USD,United States,Ohio,Columbus,11 - 20 years,11 - 20 years,Some college,Woman
10838,4/27/2021 20:25:12,35-44,Health care,Pharmacist ,106840,0,USD,US,South Dakota,Yankton ,21 - 30 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman
622,4/27/2021 20:25:49,35-44,"Accounting, Banking & Finance",Bank Examiner,150000,6000,USD,USA,California,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Man
7767,4/27/2021 20:26:15,25-34,Health care,Senior Financial Analyst- Mergers & Acquisitions ,110000,16500,USD,U.S.A.,Massachusetts,Springfield,11 - 20 years,5-7 years,College degree,Woman
3105,4/27/2021 20:26:23,35-44,Nonprofits,Support Specialist ,53000,0,USD,United States,Minnesota,Minneapolis ,11 - 20 years,2 - 4 years,Master's degree,Woman
12423,4/27/2021 20:26:27,35-44,Utilities & Telecommunications,Utility Arborist,47000,3000,USD,USA,Kentucky,Louisville,8 - 10 years,2 - 4 years,College degree,Woman
8461,4/27/2021 20:26:42,35-44,Education (Higher Education),Director of Grants,81400,0,USD,United States,Illinois,greater Chicagoland,11 - 20 years,11 - 20 years,Master's degree,Woman
4718,4/27/2021 20:27:40,35-44,Retail,Department Manager,60000,1500,USD,United States,Missouri,Kansas City,11 - 20 years,11 - 20 years,College degree,Woman
5246,4/27/2021 20:28:04,55-64,Health care,RN,114400,0,USD,United States,Oregon,Portland ,31 - 40 years,21 - 30 years,Master's degree,Woman
10735,4/27/2021 20:28:19,25-34,Engineering or Manufacturing,Software Engineer II,95000,5000,USD,USA,Florida,Gainesville,5-7 years,5-7 years,Master's degree,Woman
1665,4/27/2021 20:28:40,25-34,Insurance,Client Service Representative,44500,1300,USD,United States,Illinois,Schaumburg,5-7 years,2 - 4 years,College degree,Woman
11223,4/27/2021 20:28:45,35-44,Social Work,Geriatric Social Worker,57000,0,USD,United States,Pennsylvania,Philadelphia,11 - 20 years,2 - 4 years,Master's degree,Woman
12482,4/27/2021 20:29:32,35-44,Computing or Tech,GIS Programmer / Analyst,67000,0,USD,United States,Alaska,Anchorage,21 - 30 years,8 - 10 years,College degree,Woman
3391,4/27/2021 20:30:11,25-34,"Marketing, Advertising & PR",Senior Campaign Manager,70000,8000,USD,USA,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Woman
5214,4/27/2021 20:30:16,35-44,Computing or Tech,Scrum Master,127000,6400,USD,USA,Ohio,Columbus,21 - 30 years,11 - 20 years,College degree,Woman
7963,4/27/2021 20:30:46,45-54,Property or Construction,Bookkeeper,60000,1000,USD,United States,Oregon,Portland,21 - 30 years,11 - 20 years,College degree,Woman
10771,4/27/2021 20:31:53,35-44,Business or Consulting,Inclusion Strategist ,82500,0,USD,USA,New York,Albany ,11 - 20 years,1 year or less,PhD,Woman
1937,4/27/2021 20:32:02,55-64,Shared office space,Community manager ,48000,2000,USD,United states,Illinois,Chicago ,31 - 40 years,31 - 40 years,College degree,Woman
8417,4/27/2021 20:32:09,35-44,Entertainment,Director,75000,0,USD,United States,Oregon,Portland,8 - 10 years,8 - 10 years,College degree,Woman
13189,4/27/2021 20:32:11,25-34,Art & Design,Designer of specialty ceiling products,60000,1500,USD,US,Illinois,Chicago,5-7 years,2 - 4 years,Master's degree,Woman
10172,4/27/2021 20:32:37,55-64,Labor Union,Assistant National Director ,70000,0,USD,US,Illinois,Chicago ,21 - 30 years,5-7 years,College degree,Woman
11790,4/27/2021 20:33:29,35-44,Beverage Production,Brewmaster,52600,10000,USD,USA,Ohio,Columbus,11 - 20 years,8 - 10 years,College degree,Man
7876,4/27/2021 20:33:36,25-34,Insurance,Arbitration Rep,56000,0,USD,USA,Illinois,Lisle,5-7 years,5-7 years,College degree,Woman
2421,4/27/2021 20:33:54,45-54,Business or Consulting,Virtual Assistant,125000,7000,USD,United States,Florida,Tampa,21 - 30 years,21 - 30 years,Some college,Woman
5459,4/27/2021 20:34:00,45-54,Nonprofits,office manager,43800,0,USD,US,Vermont,Brattleboro,21 - 30 years,8 - 10 years,College degree,Woman
10549,4/27/2021 20:34:04,35-44,Government and Public Administration,Consumer Safety Officer/Specialist,115000,5000,USD,USA,California,Long Beach,21 - 30 years,11 - 20 years,College degree,Woman
6592,4/27/2021 20:34:46,55-64,Health care,Nurse ,101500,0,USD,USA,Oregon,Portland,21 - 30 years,11 - 20 years,Master's degree,Woman
2081,4/27/2021 20:34:50,25-34,Computing or Tech,Software Engineer II,140000,0,USD,USA,California,San Francisco,11 - 20 years,2 - 4 years,College degree,Woman
5802,4/27/2021 20:35:02,18-24,Computing or Tech,Senior Associate,82000,1500,USD,USA,Virginia,Northern Virginia,2 - 4 years,2 - 4 years,College degree,Man
4191,4/27/2021 20:35:32,25-34,Property or Construction,Superintendent ,71500,25000,USD,United States,Oregon,Portland,11 - 20 years,8 - 10 years,College degree,Man
4903,4/27/2021 20:35:56,35-44,Computing or Tech,Technical Project Manager,75500,0,USD,United States,Illinois,"Chicago, IL",11 - 20 years,11 - 20 years,High School,Man
2593,4/27/2021 20:36:01,25-34,Computing or Tech,Marketing Manager,110000,20000,USD,United States ,New Jersey,Remote,11 - 20 years,11 - 20 years,Master's degree,Woman
6467,4/27/2021 20:36:15,55-64,Health care,Payor Support Specialist ,40560,7000,USD,US,Pennsylvania,Pittsburgh ,31 - 40 years,21 - 30 years,College degree,Woman
10346,4/27/2021 20:36:57,18-24,Political consulting ,Junior Digital Associate,48000,1000,USD,USA,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,Some college,Woman
7414,4/27/2021 20:37:38,35-44,Engineering or Manufacturing,GIS Analyst,64700,3000,USD,United States,Pennsylvania,Harrisburg,5-7 years,2 - 4 years,Master's degree,Woman
8380,4/27/2021 20:38:33,25-34,"Accounting, Banking & Finance",Accounts Payable Specialist,50000,2000,USD,United States,Arizona,Phoenix,11 - 20 years,5-7 years,College degree,Woman
8601,4/27/2021 20:38:55,35-44,Health care,Volunteer Coordinator,61000,0,USD,USA ,Massachusetts,Newton,11 - 20 years,5-7 years,Master's degree,Woman
10769,4/27/2021 20:39:07,35-44,Nonprofits,marketing and communications coordinator,41500,0,USD,United States,Minnesota,St. Paul,11 - 20 years,2 - 4 years,College degree,Woman
11766,4/27/2021 20:39:13,35-44,Engineering or Manufacturing,Engineer,123000,10000,USD,USA,Minnesota,Shakopee,11 - 20 years,11 - 20 years,College degree,Woman
9466,4/27/2021 20:39:52,18-24,Law,Paralegal & Admin Assistant,47500,7000,USD,US,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Non-binary
4580,4/27/2021 20:40:07,35-44,Health care,Quality data analyst,96000,9600,USD,Usa,Pennsylvania,Allentown,11 - 20 years,11 - 20 years,Master's degree,Woman
2079,4/27/2021 20:42:28,35-44,Nonprofits,chief of staff,100000,5000,USD,U.S.,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman
2815,4/27/2021 20:42:59,18-24,Health care,Clinical Lab Scientist,47000,2000,USD,USA,Wisconsin,Madison,2 - 4 years,2 - 4 years,College degree,Woman
11677,4/27/2021 20:43:05,25-34,Business or Consulting,Executive Assistant,45000,5000,USD,United States,Mississippi,Oxford,5-7 years,2 - 4 years,College degree,Woman
6568,4/27/2021 20:43:13,25-34,Government and Public Administration,Marketing Manager,70000,0,USD,United States,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman
5909,4/27/2021 20:43:23,35-44,"Accounting, Banking & Finance",Senior Reporting Analyst,66000,0,USD,USA,Ohio,Akron,11 - 20 years,8 - 10 years,College degree,Woman
4206,4/27/2021 20:43:48,45-54,Computing or Tech,SAS Platform Administrator,95000,0,USD,USA,Texas,Houston,21 - 30 years,21 - 30 years,College degree,Woman
13330,4/27/2021 20:43:54,35-44,Engineering or Manufacturing,Senior Mechanical Engineer,139500,2000,USD,United States,Texas,Houston,11 - 20 years,11 - 20 years,Master's degree,Woman
6486,4/27/2021 20:44:32,35-44,Law,Senior Associate ,70000,4000,USD,United States,Virginia,McLean though I travel some,21 - 30 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman
11326,4/27/2021 20:44:53,35-44,"social science research - not quite academia, not quite nonprofit, not quite consulting",Research Associate,91000,3000,USD,United States,California,San Francisco Bay area,11 - 20 years,11 - 20 years,Master's degree,Woman
9791,4/27/2021 20:45:24,55-64,"Accounting, Banking & Finance",Staff Accountant II,66000,0,USD,USA,Washington,Vancouver,31 - 40 years,31 - 40 years,College degree,Woman
2756,4/27/2021 20:45:37,25-34,"Marketing, Advertising & PR",Director,87500,8000,USD,USA,District of Columbia,Washington DC,5-7 years,5-7 years,Master's degree,Man
9814,4/27/2021 20:45:45,35-44,Computing or Tech,Customer Success Manager,82500,8250,USD,United States,Colorado,Denver,8 - 10 years,8 - 10 years,College degree,Woman
1531,4/27/2021 20:46:53,18-24,Computing or Tech,Inventory Analyst,70500,3500,USD,United States,North Carolina,Raleigh,2 - 4 years,2 - 4 years,College degree,Woman
6957,4/27/2021 20:47:10,35-44,Education (Higher Education),Lecturer,58000,0,USD,USA,New Jersey,Glassboro,11 - 20 years,11 - 20 years,PhD,Prefer Not Answer
12455,4/27/2021 20:47:18,25-34,Engineering or Manufacturing,Test Engineer,75000,0,USD,USA,North Carolina,Durham,2 - 4 years,2 - 4 years,College degree,Woman
2279,4/27/2021 20:47:59,25-34,Insurance,Compliance Consultant (Lawyer),59000,4000,USD,USA,Iowa,Des Moines metro,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
4296,4/27/2021 20:48:17,25-34,Utilities & Telecommunications,Billing Specialist,70000,10000,USD,USA,Louisiana,Baton Rouge,11 - 20 years,8 - 10 years,College degree,Woman
1523,4/27/2021 20:48:45,35-44,Nonprofits,Senior Editor,72000,250,USD,USA,California,Remotely,11 - 20 years,11 - 20 years,College degree,Non-binary
4026,4/27/2021 20:48:54,45-54,Government and Public Administration,Program Specialist ,128000,0,USD,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,College degree,Woman
11417,4/27/2021 20:49:22,35-44,Law,Paralegal ,55000,2000,USD,United States ,Missouri,Kansas City,8 - 10 years,5-7 years,College degree,Woman
4698,4/27/2021 20:49:36,35-44,Education (Primary/Secondary),Speech-language pathologist,67000,0,USD,USA ,Maine,South portland ,11 - 20 years,11 - 20 years,Master's degree,Woman
12198,4/27/2021 20:50:38,35-44,Health care,Clinical Psychologist ,117516,0,USD,US,West Virginia,Martinsburg ,11 - 20 years,8 - 10 years,PhD,Woman
8486,4/27/2021 20:50:46,45-54,Media & Digital,Senior reporter,41600,0,USD,USA,Maine,Lewiston,21 - 30 years,21 - 30 years,College degree,Prefer Not Answer
2614,4/27/2021 20:51:04,25-34,Engineering or Manufacturing,Senior Quality Control Analyst,70000,15000,USD,United States,Colorado,Longmont,5-7 years,5-7 years,College degree,Woman
9923,4/27/2021 20:51:08,35-44,"Accounting, Banking & Finance",Associate Manager,71750,5740,USD,United States,California,Los Angeles ,11 - 20 years,2 - 4 years,Some college,Man
7118,4/27/2021 20:51:43,25-34,Health care,RBT,48000,0,USD,United States,Florida,Tampa,8 - 10 years,2 - 4 years,College degree,Woman
4796,4/27/2021 20:52:14,45-54,Library,Librarian,65000,0,USD,United States,New York,New York City,21 - 30 years,5-7 years,Master's degree,Man
7273,4/27/2021 20:52:53,25-34,Retail,Assistant Retail Manager,41000,600,USD,United States of America,California,Berkeley,11 - 20 years,2 - 4 years,College degree,Woman
8715,4/27/2021 20:53:03,35-44,"Accounting, Banking & Finance",SVP,130000,25000,USD,US,Tennessee,Nashville ,11 - 20 years,11 - 20 years,Master's degree,Woman
3461,4/27/2021 20:53:12,25-34,Recruitment or HR,Recruiting Manager,60000,2000,USD,USA,Indiana,Oakbrook Terrace,5-7 years,5-7 years,College degree,Woman
9217,4/27/2021 20:53:25,55-64,"Accounting, Banking & Finance",Bookkeeper/Office Manager,62400,2500,USD,USA,California,Pasadena,31 - 40 years,11 - 20 years,Master's degree,Woman
8432,4/27/2021 20:53:32,35-44,Nonprofits,Research Associate,91000,3000,USD,United States,California,Oakland,11 - 20 years,11 - 20 years,Master's degree,Woman
322,4/27/2021 20:53:53,25-34,Engineering or Manufacturing,Mechanical Engineer,150000,5000,USD,usa,California,Dublin,5-7 years,5-7 years,PhD,Man
8422,4/27/2021 20:54:24,45-54,Health care,Executive Admin,68000,2500,USD,US,Virginia,Fairfax ,21 - 30 years,5-7 years,Some college,Woman
6035,4/27/2021 20:54:54,25-34,Renewable Energy,Office Manager,75000,3500,USD,US,Illinois,Chicago,11 - 20 years,5-7 years,Master's degree,Woman
1563,4/27/2021 20:55:13,35-44,Nonprofits,Program Director,71000,3550,USD,United States,Texas,Houston,5-7 years,5-7 years,Master's degree,Woman
13331,4/27/2021 20:55:32,25-34,"Accounting, Banking & Finance",Systems analyst,64000,8000,USD,Usa,New Hampshire,Merrimack,11 - 20 years,1 year or less,College degree,Woman
12727,4/27/2021 20:55:59,25-34,"Accounting, Banking & Finance",Office Manager,82000,3000,USD,US,Illinois,Chicago,11 - 20 years,5-7 years,Master's degree,Woman
2294,4/27/2021 20:56:27,45-54,"Accounting, Banking & Finance",Business Support Consultant,65300,2000,USD,USA,Minnesota,Minneapolis,21 - 30 years,21 - 30 years,College degree,Woman
11164,4/27/2021 20:57:01,25-34,Computing or Tech,Curriculum designer ,104000,5000,USD,United States,Pennsylvania,Pittsburgh ,2 - 4 years,2 - 4 years,PhD,Woman
6136,4/27/2021 20:57:10,25-34,Government and Public Administration,COVID Case Investigation Supervisor,90000,0,USD,US,Virginia,Richmond ,5-7 years,5-7 years,Master's degree,Woman
3905,4/27/2021 20:57:11,55-64,Utilities & Telecommunications,IT Technical Support Analyst,98000,1500,USD,USA,Connecticut,Monroe,31 - 40 years,21 - 30 years,College degree,Woman
6097,4/27/2021 20:57:30,35-44,Engineering or Manufacturing,SAP Material Master Specialist,65000,5000,USD,USA,Washington,Tacoma,11 - 20 years,5-7 years,College degree,Man
3077,4/27/2021 20:57:36,25-34,Government and Public Administration,Advisor ,87500,0,USD,USA,District of Columbia,washington dc,5-7 years,2 - 4 years,Master's degree,Woman
8432,4/27/2021 20:57:42,25-34,Education (Primary/Secondary),High school english teacher,53000,6000,USD,United States,Iowa,Eastern Iowa,5-7 years,5-7 years,Master's degree,Woman
9576,4/27/2021 20:58:15,25-34,Education (Primary/Secondary),Math Coach,53000,2000,USD,United States,Arizona,Tempe,8 - 10 years,8 - 10 years,Master's degree,Woman
8232,4/27/2021 20:58:51,55-64,Computing or Tech,Software developer,79000,0,USD,United States,South Carolina,Clemson,21 - 30 years,21 - 30 years,College degree,Woman
